code;pairCode;name;price;priceRatio;standardPrice;purchasePrice;purchasePriceVatRate;purchasePriceIncludingVat;actionPrice;maxDiscount;
"97062";"1";"nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire";"6,25";"1";"6,25";"4,07";"23";"1";"6,25";;
"97066";"1";"nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire";"6,25";"1";"6,25";"4,07";"23";"1";"6,25";;
"97067";"1";"nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire";"6,25";"1";"6,25";"4,07";"23";"1";"6,25";;
"97068";"1";"nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire";"6,25";"1";"6,25";"4,07";"23";"1";"6,25";;
"97073";"1";"nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire";"6,25";"1";"6,25";"3,34";"23";"1";"6,25";;
"43547";"2";"naviják SHIMANO SEDONA 4000 XGFI";"70,72";"1";"70,72";"51,10";"23";"1";"70,72";;
"46681";"3";"Nástraha FANATIK Larva LUX 1,6""; 4,3 cm, 10 ks";"4,26";"1";"4,26";"2,60";"23";"1";"2,56";;
"46683";"3";"Nástraha FANATIK Larva LUX 1,6""; 4,3 cm, 10 ks";"4,26";"1";"4,26";"2,60";"23";"1";"2,56";;
"46685";"3";"Nástraha FANATIK Larva LUX 1,6""; 4,3 cm, 10 ks";"4,26";"1";"4,26";"2,60";"23";"1";"2,56";;
"46687";"3";"Nástraha FANATIK Larva LUX 1,6""; 4,3 cm, 10 ks";"4,26";"1";"4,26";"2,60";"23";"1";"2,56";;
"96684";"4";"Nástraha FANATIC Mik Maus 5 cm, 8 ks";"4,26";"1";"4,26";"2,60";"23";"1";"2,56";;
"96685";"4";"Nástraha FANATIC Mik Maus 5 cm, 8 ks";"4,26";"1";"4,26";"2,60";"23";"1";"2,56";;
"96845";"4";"Nástraha FANATIC Mik Maus 5 cm, 8 ks";"4,26";"1";"4,26";"2,60";"23";"1";"2,56";;
"3963P-S";;"Boilie MIKBAITS Spiceman Pikantná slivka";"15,97";"1";"15,97";"12,50";"23";"1";"15,97";"10";
"19327X";"5";"SET = 2x naviják CARPEX F-Runner QD";"100,45";"1";"100,45";"42,40";"23";"1";"100,45";;
"19328X";"5";"SET = 2x naviják CARPEX F-Runner QD";"106,00";"1";"106,00";"50,94";"23";"1";"106,00";;
"46692";"6";"nástraha FANATIC Larva LUX 3,0; 7,5 cm, #023, 6 ks";"5,33";"1";"5,33";"1,09";"23";"1";"3,20";;
"46694";"6";"nástraha FANATIC Larva LUX 3,0; 7,5 cm, #023, 6 ks";"5,33";"1";"5,33";"1,09";"23";"1";"3,20";;
"46697";"6";"nástraha FANATIC Larva LUX 3,0; 7,5 cm, #023, 6 ks";"5,33";"1";"5,33";"3,26";"23";"1";"3,20";;
"46702";"6";"nástraha FANATIC Larva LUX 3,0; 7,5 cm, #023, 6 ks";"5,33";"1";"5,33";"1,09";"23";"1";"3,20";;
"39769";;"signalizátor pre sadu DELPHIN Totem, zelený";"28,95";"1";"28,95";"15,03";"23";"1";"24,61";"25";
"100526";;"Vobler ROBINSON Hogan F70, 7cm, 11g, Blue Clown";"6,67";"1";"6,67";"3,36";"23";"1";"6,67";;
"100623";;"Škrabka PRIME so zásobníkom a nožom";"7,07";"1";"7,07";"3,00";"23";"1";"7,07";;
"100722";;"Nástraha ROBINSON Ripper Longinus, 18 cm, Perch Shiner";"4,30";"1";"4,30";"1,98";"23";"1";"4,30";;
"100737";"7";"Prút ROBINSON Flexcore Feeder";"57,00";"1";"57,00";"24,13";"23";"1";"57,00";;
"100738";"7";"Prút ROBINSON Flexcore Feeder";"58,40";"1";"58,40";"24,69";"23";"1";"58,40";;
"100739";"7";"Prút ROBINSON Flexcore Feeder";"59,70";"1";"59,70";"27,22";"23";"1";"59,70";;
"100778";;"Forma Method Feeder Fans Push";"3,49";"1";"3,49";"1,77";"23";"1";"3,49";;
"104049";;"Vozík SENSAS Trolley Club";"75,95";"1";"75,95";"33,89";"23";"1";"75,95";;
"104079";"8";"Boilie STARBAITS Pro Ginger & Squid Pop Up";"6,70";"1";"6,70";"3,01";"23";"1";"6,70";;
"104080";"8";"Boilie STARBAITS Pro Ginger & Squid Pop Up";"6,70";"1";"6,70";"3,01";"23";"1";"6,70";;
"104094";"9";"Boilie STARBAITS Pro Ginger & Squid, 800 g";"12,82";"1";"12,82";"5,79";"23";"1";"12,82";;
"104095";"9";"Boilie STARBAITS Pro Ginger & Squid, 800 g";"12,82";"1";"12,82";"5,79";"23";"1";"12,82";;
"104109";;"Dip STARBAITS PRO Ginger & Squid Boost/ Glug";"9,59";"1";"9,59";"4,40";"23";"1";"9,59";;
"104146";"10";"Boilie STARBAITS Hold Up v dipe";"6,20";"1";"6,20";"2,95";"23";"1";"6,20";;
"104147";"10";"Boilie STARBAITS Hold Up v dipe";"6,70";"1";"6,70";"3,10";"23";"1";"6,70";;
"104169";;"Nástraha GUNKI Boomer 21 g, Signal Frog";"9,59";"1";"9,59";"4,81";"23";"1";"9,59";;
"104211";;"Vobler ILLEX Suisen 4,3 cm";"25,95";"1";"25,95";"12,23";"23";"1";"25,95";;
"104227";;"Krabička ILLEX Tackle Box 255 Slit Foam";"12,30";"1";"12,30";"5,86";"23";"1";"12,30";;
"104259";"11";"Boilie STARBAITS Hot Demon, 800 g";"14,50";"1";"14,50";"6,84";"23";"1";"14,50";;
"74948";"11";"Boilie STARBAITS Hot Demon, 800 g";"14,50";"1";"14,50";"6,82";"23";"1";"14,50";;
"74949";"11";"Boilie STARBAITS Hot Demon, 800 g";"14,50";"1";"14,50";"7,47";"23";"1";"14,50";;
"74950";"11";"Boilie STARBAITS Hot Demon, 800 g";"14,50";"1";"14,50";"6,82";"23";"1";"14,50";;
"104281";"12";"Boilie STARBAITS Hard Crayzi Fruit, 200 g";"8,70";"1";"8,70";"4,09";"23";"1";"8,70";;
"104282";"12";"Boilie STARBAITS Hard Crayzi Fruit, 200 g";"8,70";"1";"8,70";"4,28";"23";"1";"8,70";;
"104297";;"Vedro STARBAITS Tourno Bucket Round, 15 l";"10,60";"1";"10,60";"4,57";"23";"1";"10,60";;
"104317";;"Boilie STARBAITS D-Solve SK30";"26,95";"1";"26,95";"13,27";"23";"1";"26,95";;
"104334";;"Method & Stick Mix STARBAITS Crazy Fruit 1,7 kg";"15,50";"1";"15,50";"7,86";"23";"1";"15,50";;
"104374";"13";"Pletená šnúra GUNKI G’Braid 4X Game, 150 m";"6,75";"1";"6,75";"3,03";"23";"1";"6,75";;
"104375";"13";"Pletená šnúra GUNKI G’Braid 4X Game, 150 m";"6,75";"1";"6,75";"3,33";"23";"1";"6,75";;
"104376";"13";"Pletená šnúra GUNKI G’Braid 4X Game, 150 m";"6,75";"1";"6,75";"3,97";"23";"1";"6,75";;
"104377";"13";"Pletená šnúra GUNKI G’Braid 4X Game, 150 m";"6,75";"1";"6,75";"3,33";"23";"1";"6,75";;
"104391";;"Vobler GUNKI Knifehead 68 SP DR, HL Minnow";"10,50";"1";"10,50";"4,55";"23";"1";"10,50";;
"104407";;"Nástraha ILLEX Runner Blade 7,2 cm, Blue Back Silver";"12,95";"1";"12,95";"6,12";"23";"1";"12,95";;
"104424";;"Vobler ILLEX Bleeker Toppy 50, SG Ayu";"23,95";"1";"23,95";"11,29";"23";"1";"23,95";;
"112333";"14";"Čln STARKBOAT DT-360S s kýlom, zelený";"1180,00";"1";"1180,00";"825,99";"23";"1";"1180,00";"10";
"112334";"14";"Čln STARKBOAT DT-360S s kýlom, zelený";"1130,00";"1";"1130,00";"790,99";"23";"1";"1130,00";"10";
"112335";"14";"Čln STARKBOAT DT-360S s kýlom, zelený";"1060,00";"1";"1060,00";"742,00";"23";"1";"1060,00";"10";
"112381";;"Podsedák STARKBOAT, 85 cm, čierny";"35,01";"1";"35,01";"16,79";"23";"1";"35,01";"10";
"112824";;"Mletá káva FISHING POINT Different Coffe v plechovke, 150 g";"9,90";"1";"9,90";"";"23";"1";"9,90";;
"13608";;"Držiak rohatinka - zadná U";"1,64";"1";"1,64";"0,97";"23";"1";"1,64";;
"14839";;"Čln KOLIBRI KM-360 DXL šedý, hliníková podlaha";"1932,12";"1";"1932,12";"1413,60";"23";"1";"1932,12";"10";
"31342";"15";"Vobler ROBINSON Frog 4,5cm";"7,07";"1";"7,07";"3,50";"23";"1";"7,07";;
"31343";"15";"Vobler ROBINSON Frog 4,5cm";"6,90";"1";"6,90";"3,87";"23";"1";"6,90";;
"31344";"15";"Vobler ROBINSON Frog 4,5cm";"7,07";"1";"7,07";"3,50";"23";"1";"7,07";;
"31513";;"Sťahovacia páska ROBINSON na prúty";"1,80";"1";"1,80";"1,08";"23";"1";"1,80";;
"31877";"16";"Naviják CARPEX Galloper FD";"25,73";"1";"25,73";"11,42";"23";"1";"25,73";;
"31878";"16";"Naviják CARPEX Galloper FD";"23,58";"1";"23,58";"10,01";"23";"1";"23,58";;
"33197";;"Sprej MIKBAITS Neo Spray 30 ml";"7,49";"1";"7,49";"5,61";"23";"1";"7,49";"10";
"33232";"17";"Boilie MIKBAITS Spiceman v dipe";"7,20";"1";"7,20";"5,49";"23";"1";"7,20";"10";
"33233";"17";"Boilie MIKBAITS Spiceman v dipe";"7,20";"1";"7,20";"5,36";"23";"1";"7,20";"10";
"33234";"17";"Boilie MIKBAITS Spiceman v dipe";"7,38";"1";"7,38";"5,16";"23";"1";"7,38";"10";
"33240";"17";"Boilie MIKBAITS Spiceman v dipe";"7,38";"1";"7,38";"5,46";"23";"1";"7,38";"10";
"33241";"17";"Boilie MIKBAITS Spiceman v dipe";"7,20";"1";"7,20";"5,36";"23";"1";"7,20";"10";
"33286";"17";"Boilie MIKBAITS Spiceman v dipe";"7,20";"1";"7,20";"5,49";"23";"1";"7,20";"10";
"33287";"17";"Boilie MIKBAITS Spiceman v dipe";"7,20";"1";"7,20";"5,98";"23";"1";"7,20";"10";
"33288";"17";"Boilie MIKBAITS Spiceman v dipe";"7,20";"1";"7,20";"5,49";"23";"1";"7,20";"10";
"33289";"17";"Boilie MIKBAITS Spiceman v dipe";"7,20";"1";"7,20";"5,49";"23";"1";"7,20";"10";
"33250";"18";"Boilie MIKBAITS Spiceman WS3 Crab Butyric, 300 g";"5,56";"1";"5,56";"4,48";"23";"1";"5,56";"10";
"33251";"18";"Boilie MIKBAITS Spiceman WS3 Crab Butyric, 300 g";"6,00";"1";"6,00";"4,48";"23";"1";"6,00";"10";
"33279";;"Tekutá potrava MIKBAITS Squid Hydro, 300ml";"12,26";"1";"12,26";"8,80";"23";"1";"12,26";"10";
"33331";"19";"Booster MIKBAITS Chilli Chips";"8,79";"1";"8,79";"6,68";"23";"1";"8,79";"10";
"33332";"19";"Booster MIKBAITS Chilli Chips";"8,79";"1";"8,79";"6,56";"23";"1";"8,79";"10";
"33333";"19";"Booster MIKBAITS Chilli Chips";"8,79";"1";"8,79";"6,80";"23";"1";"8,79";"10";
"33334";"19";"Booster MIKBAITS Chilli Chips";"8,79";"1";"8,79";"6,56";"23";"1";"8,79";"10";
"33353";"19";"Booster MIKBAITS Chilli Chips";"8,79";"1";"8,79";"6,56";"23";"1";"8,79";"10";
"41436";;"Prívlačová taška GIANTS FISHING Spinning Bag Luxury MK2";"43,64";"1";"43,64";"23,05";"23";"1";"43,64";;
"41452";;"Predĺžené nohy GIANTS FISHING Luxury Extended Legs for Rod Pod, 2 ks";"19,82";"1";"19,82";"10,47";"23";"1";"19,82";;
"41485";;"Puzdro GIANTS FISHING Rod Holdall Luxury 2 Rod, 150 cm";"75,01";"1";"75,01";"38,17";"23";"1";"75,01";;
"41553";;"Lehátko GIANT FISHING Gaube XT Bedchair 8 Leg";"150,86";"1";"150,86";"76,72";"23";"1";"150,86";;
"41576";;"Okuliare GIANTS FISHING Polarized Glasses Deluxe 2";"17,84";"1";"17,84";"9,05";"23";"1";"17,84";;
"41625";"20";"Háčik GARDNER Covert Dark Wide Gape Talon Tip";"7,11";"1";"7,11";"3,75";"23";"1";"7,11";;
"41627";"20";"Háčik GARDNER Covert Dark Wide Gape Talon Tip";"7,38";"1";"7,38";"3,90";"23";"1";"7,38";;
"41628";"20";"Háčik GARDNER Covert Dark Wide Gape Talon Tip";"7,11";"1";"7,11";"3,82";"23";"1";"7,11";;
"41679";;"Taška GIANTS FISHING Wash Bag";"20,58";"1";"20,58";"10,47";"23";"1";"20,58";;
"41714";;"Navijak GIANTS FISHING Deluxe Reel FS 9000 + cievka10000";"75,41";"1";"75,41";"39,83";"23";"1";"75,41";;
"41733";"21";"Rozpustné boilie CARP INFERNO Hot Line Medúza";"5,73";"1";"5,73";"3,22";"23";"1";"5,73";;
"41734";"21";"Rozpustné boilie CARP INFERNO Hot Line Medúza";"15,84";"1";"15,84";"9,19";"23";"1";"15,84";;
"41755";"22";"Šokový vlasec GIANTS FISHING Tapered Shock Leader 5x15m";"9,45";"1";"9,45";"4,78";"23";"1";"9,45";;
"41756";"22";"Šokový vlasec GIANTS FISHING Tapered Shock Leader 5x15m";"9,85";"1";"9,85";"5,02";"23";"1";"9,85";;
"41757";"22";"Šokový vlasec GIANTS FISHING Tapered Shock Leader 5x15m";"10,28";"1";"10,28";"5,43";"23";"1";"10,28";;
"41775";;"Podložka GIANTS FISHING Luxury Unhooking Mat";"103,21";"1";"103,21";"52,48";"23";"1";"103,21";;
"41849";"23";"Háčiky GARDNER Specialist Hand Sharpened Covert Dark Continental Muga";"12,30";"1";"12,30";"6,66";"23";"1";"12,30";;
"41850";"23";"Háčiky GARDNER Specialist Hand Sharpened Covert Dark Continental Muga";"12,30";"1";"12,30";"6,66";"23";"1";"12,30";;
"41851";"23";"Háčiky GARDNER Specialist Hand Sharpened Covert Dark Continental Muga";"11,87";"1";"11,87";"6,54";"23";"1";"11,87";;
"55696";"24";"Šnúra MIVARDI Skinline Strip Shield";"14,99";"1";"14,99";"8,02";"23";"1";"13,49";"10";
"55861";"24";"Šnúra MIVARDI Skinline Strip Shield";"14,99";"1";"14,99";"6,61";"23";"1";"13,49";"10";
"55867";;"Klip MIVARDI Safety lead Clips With Pin";"1,99";"1";"1,99";"0,94";"23";"1";"1,79";"10";
"55986";;"Kreslo MIVARDI CamoCode Express";"66,99";"1";"66,99";"34,47";"23";"1";"60,29";"10";
"56014";;"SET 3x swinger MIVARDI Hanger MCX Stainless Multicolor";"54,99";"1";"54,99";"27,54";"23";"1";"49,49";"10";
"56098";;"Šnúra MIVARDI Survivor 30 lb, 20 m";"13,22";"1";"13,22";"6,09";"23";"1";"11,90";"10";
"56123";;"Krmivo MIVARDI V1 Sweet Halibut";"6,99";"1";"6,99";"3,85";"23";"1";"6,29";"10";
"56152";;"Krabička MIVARDI Mini 3";"1,99";"1";"1,99";"1,00";"23";"1";"1,79";"10";
"56176";;"Krmivo Team MIVARDI M1 Big Roach";"4,99";"1";"4,99";"2,87";"23";"1";"4,49";"10";
"56201";;"Partikel MIVARDI Method Sladká kukurica";"6,14";"1";"6,14";"3,30";"23";"1";"5,53";"10";
"56218";;"Booster MIVARDI Method gel, Jahoda";"4,29";"1";"4,29";"2,36";"23";"1";"3,86";"10";
"56240";"25";"Partikel MIVARDI Kukurica - Vanilka";"3,49";"1";"3,49";"1,81";"23";"1";"3,14";"10";
"56249";"25";"Partikel MIVARDI Kukurica - Vanilka";"7,16";"1";"7,16";"3,85";"23";"1";"6,44";"10";
"56259";;"Navijak MIVARDI Precision Feeder";"40,98";"1";"40,98";"20,03";"23";"1";"36,88";"10";
"65905";"26";"Prút SPORTEX Intense Carp";"717,45";"1";"717,45";"399,75";"23";"1";"717,45";;
"65907";"26";"Prút SPORTEX Intense Carp";"819,95";"1";"819,95";"460,00";"23";"1";"819,95";;
"65939";"27";"Termo spodky GEOFF Anderson WizWool 210, šedé";"143,50";"1";"143,50";"97,59";"23";"1";"143,50";;
"65940";"27";"Termo spodky GEOFF Anderson WizWool 210, šedé";"143,50";"1";"143,50";"97,59";"23";"1";"143,50";;
"65941";"27";"Termo spodky GEOFF Anderson WizWool 210, šedé";"143,50";"1";"143,50";"97,59";"23";"1";"143,50";;
"65942";"27";"Termo spodky GEOFF Anderson WizWool 210, šedé";"143,50";"1";"143,50";"97,59";"23";"1";"143,50";;
"65943";"27";"Termo spodky GEOFF Anderson WizWool 210, šedé";"143,50";"1";"143,50";"97,59";"23";"1";"143,50";;
"65944";"27";"Termo spodky GEOFF Anderson WizWool 210, šedé";"143,50";"1";"143,50";"97,59";"23";"1";"143,50";;
"65945";"27";"Termo spodky GEOFF Anderson WizWool 210, šedé";"143,50";"1";"143,50";"97,59";"23";"1";"143,50";;
"65971";"28";"Nepremokavá bunda GEOFF Anderson Dozer Light";"479,00";"1";"479,00";"326,20";"23";"1";"479,00";;
"65972";"28";"Nepremokavá bunda GEOFF Anderson Dozer Light";"479,00";"1";"479,00";"326,20";"23";"1";"479,00";;
"65973";"28";"Nepremokavá bunda GEOFF Anderson Dozer Light";"479,00";"1";"479,00";"326,20";"23";"1";"479,00";;
"65974";"28";"Nepremokavá bunda GEOFF Anderson Dozer Light";"479,00";"1";"479,00";"326,20";"23";"1";"479,00";;
"65975";"28";"Nepremokavá bunda GEOFF Anderson Dozer Light";"479,00";"1";"479,00";"326,20";"23";"1";"479,00";;
"65976";"28";"Nepremokavá bunda GEOFF Anderson Dozer Light";"479,00";"1";"479,00";"326,20";"23";"1";"479,00";;
"66100";;"Dip CarpZoom Amur Amino";"3,70";"1";"3,70";"2,24";"23";"1";"3,70";;
"66591";;"Šatka QUANTUM Scraft";"10,20";"1";"10,20";"2,97";"23";"1";"10,20";;
"66781";;"Dip RADICAL Smashed Fish";"9,95";"1";"";"";"23";"1";"";"30";
"66849";;"Peračník RHINO Rig Box Keeper";"17,93";"1";"17,93";"5,63";"23";"1";"17,93";;
"66874";;"Nadväzec ZEBCO Z-Carp Multi Rig";"2,51";"1";"2,51";"0,53";"23";"1";"2,51";;
"66905";;"Plandavka QUANTUM Bloody Inliner 4g, Pink/ White";"7,43";"1";"7,43";"0,99";"23";"1";"7,43";;
"67028";"29";"Pean MIKADO zahnutý";"8,65";"1";"8,65";"3,95";"23";"1";"7,87";"25";
"67029";"29";"Pean MIKADO zahnutý";"8,00";"1";"8,00";"3,26";"23";"1";"7,28";"25";
"67383";"29";"Pean MIKADO zahnutý";"4,30";"1";"4,30";"2,09";"23";"1";"3,91";"25";
"67384";"29";"Pean MIKADO zahnutý";"4,80";"1";"4,80";"2,11";"23";"1";"4,37";"25";
"67385";"29";"Pean MIKADO zahnutý";"4,50";"1";"4,50";"2,30";"23";"1";"4,10";"25";
"67386";"29";"Pean MIKADO zahnutý";"5,58";"1";"5,58";"2,69";"23";"1";"5,08";"25";
"67387";"29";"Pean MIKADO zahnutý";"5,99";"1";"5,99";"2,97";"23";"1";"5,45";"25";
"67041";;"Stolík MIKADO Folded Carp Table";"17,68";"1";"17,68";"8,00";"23";"1";"16,09";"25";
"74631";;"Krmivo SENSAS 3000 Carp Tasty Garlic (cesnak)";"5,30";"1";"5,30";"2,62";"23";"1";"5,30";;
"74665";;"Dip STARBAITS Ocean Tuna";"11,50";"1";"11,50";"5,64";"23";"1";"11,50";;
"74748";;"Partikel STARBAITS Ready Seeds SK30 Bright Corn (kukurica)";"6,86";"1";"6,86";"3,14";"23";"1";"6,86";;
"74806";"30";"Nástraha ILLEX Magic Slim Shad 5 cm";"1,37";"1";"1,37";"0,69";"23";"1";"1,37";;
"74807";"30";"Nástraha ILLEX Magic Slim Shad 5 cm";"1,37";"1";"1,37";"0,69";"23";"1";"1,37";;
"74808";"30";"Nástraha ILLEX Magic Slim Shad 5 cm";"1,37";"1";"1,37";"";"23";"1";"1,37";;
"74809";"30";"Nástraha ILLEX Magic Slim Shad 5 cm";"1,53";"1";"1,53";"";"23";"1";"1,53";;
"74810";"30";"Nástraha ILLEX Magic Slim Shad 5 cm";"1,37";"1";"1,37";"0,69";"23";"1";"1,37";;
"74826";"31";"Posilňovač tekutý SENSAS Aromix Carp Tasty";"6,75";"1";"6,75";"3,29";"23";"1";"6,75";;
"74827";"31";"Posilňovač tekutý SENSAS Aromix Carp Tasty";"6,75";"1";"6,75";"3,41";"23";"1";"6,75";;
"74828";"31";"Posilňovač tekutý SENSAS Aromix Carp Tasty";"6,75";"1";"6,75";"3,41";"23";"1";"6,75";;
"74830";"31";"Posilňovač tekutý SENSAS Aromix Carp Tasty";"6,75";"1";"6,75";"3,18";"23";"1";"6,75";;
"74831";"31";"Posilňovač tekutý SENSAS Aromix Carp Tasty";"6,75";"1";"6,75";"3,18";"23";"1";"6,75";;
"74832";"31";"Posilňovač tekutý SENSAS Aromix Carp Tasty";"6,75";"1";"6,75";"3,41";"23";"1";"6,75";;
"74910";;"Boilie STARBAITS Grab & Go Global Pop Up Sweet Corn";"3,70";"1";"3,70";"1,88";"23";"1";"3,70";;
"75523";;"Rovnátka MISTRALL zelené";"1,40";"1";"1,40";"0,73";"23";"1";"1,40";;
"75581";"32";"Olovo MISTRALL Oliva priebežná, 4 ks";"0,77";"1";"0,77";"0,44";"23";"1";"0,77";;
"75582";"32";"Olovo MISTRALL Oliva priebežná, 4 ks";"0,95";"1";"0,95";"0,54";"23";"1";"0,95";;
"75583";"32";"Olovo MISTRALL Oliva priebežná, 4 ks";"0,95";"1";"0,95";"0,57";"23";"1";"0,95";;
"75584";"32";"Olovo MISTRALL Oliva priebežná, 4 ks";"1,00";"1";"1,00";"0,57";"23";"1";"1,00";;
"75585";"32";"Olovo MISTRALL Oliva priebežná, 4 ks";"1,09";"1";"1,09";"0,63";"23";"1";"1,09";;
"75586";"32";"Olovo MISTRALL Oliva priebežná, 4 ks";"1,44";"1";"1,44";"0,80";"23";"1";"1,44";;
"75588";"32";"Olovo MISTRALL Oliva priebežná, 4 ks";"2,40";"1";"2,40";"1,37";"23";"1";"2,40";;
"83181";;"SET 8x twister FOX Micro Grub Tail Mixed Colour";"7,49";"1";"7,49";"3,15";"23";"1";"7,49";;
"83487";"33";"Nástraha FOX Rage Spikey Shad, UV Red head";"1,53";"1";"1,53";"0,67";"23";"1";"1,53";;
"83489";"33";"Nástraha FOX Rage Spikey Shad, UV Red head";"0,81";"1";"0,81";"0,36";"23";"1";"0,81";;
"83571";"34";"Set nástrah FOX Rage Zander Pro Shads Green Pumpkin, 5 ks";"5,12";"1";"5,12";"2,25";"23";"1";"5,12";;
"83573";"34";"Set nástrah FOX Rage Zander Pro Shads Green Pumpkin, 5 ks";"7,68";"1";"7,68";"3,38";"23";"1";"7,68";;
"83614";;"Krabička FOX Edges Hook Boxes X3";"5,99";"1";"5,99";"2,79";"23";"1";"5,99";;
"8364";;"Rybársky plavák PL 5C";"1,23";"1";"1,23";"0,82";"23";"1";"1,23";;
"83735";;"Bivak FOX Voyager 1 Person Bivvy";"480,00";"1";"480,00";"247,99";"23";"1";"480,00";;
"90120";;"Stojan DELPHIN RodPod RPX Stalk BlackWay";"115,95";"1";"115,95";"66,26";"23";"1";"98,56";"25";
"90204";"35";"Puzdro DELPHIN Porta+Plus";"50,95";"1";"50,95";"25,87";"23";"1";"43,31";"25";
"90205";"35";"Puzdro DELPHIN Porta+Plus";"49,95";"1";"49,95";"25,35";"23";"1";"42,46";"25";
"90206";"35";"Puzdro DELPHIN Porta+Plus";"54,94";"1";"54,94";"26,88";"23";"1";"46,70";"25";
"90207";"35";"Puzdro DELPHIN Porta+Plus";"56,95";"1";"56,95";"31,23";"23";"1";"48,41";"25";
"90208";"35";"Puzdro DELPHIN Porta+Plus";"59,95";"1";"59,95";"30,43";"23";"1";"50,96";"25";
"93332";"35";"Puzdro DELPHIN Porta+Plus";"61,96";"1";"61,96";"30,43";"23";"1";"52,67";"25";
"90254";;"Multifunkčná šatka DELPHIN Kapor I Uni";"4,70";"1";"4,70";"2,15";"23";"1";"4,00";"25";
"90381";"36";"Háčiky DELPHIN HKD Hammer";"2,40";"1";"2,40";"1,01";"23";"1";"2,04";"25";
"90382";"36";"Háčiky DELPHIN HKD Hammer";"2,40";"1";"2,40";"1,06";"23";"1";"2,04";"25";
"90455";"37";"Sito DELPHIN Atoma RoundMesh";"13,51";"1";"13,51";"7,70";"23";"1";"11,48";"25";
"90456";"37";"Sito DELPHIN Atoma RoundMesh";"15,50";"1";"15,50";"8,86";"23";"1";"13,18";"25";
"90573";"38";"Trojháčiky DELPHIN Bomb! GripHook Triple";"4,00";"1";"4,00";"1,94";"23";"1";"3,40";"25";
"90574";"38";"Trojháčiky DELPHIN Bomb! GripHook Triple";"4,19";"1";"4,19";"1,94";"23";"1";"3,56";"25";
"90575";"38";"Trojháčiky DELPHIN Bomb! GripHook Triple";"4,19";"1";"4,19";"1,94";"23";"1";"3,56";"25";
"90599";;"Vylovovacie kliešte DELPHIN Clamper";"16,95";"1";"16,95";"9,13";"23";"1";"14,41";"25";
"90709";"39";"Vlasec DELPHIN Mamba Carp Bronz";"14,94";"1";"14,94";"7,64";"23";"1";"12,70";"25";
"90713";"39";"Vlasec DELPHIN Mamba Carp Bronz";"23,95";"1";"23,95";"12,35";"23";"1";"20,36";"25";
"90714";"39";"Vlasec DELPHIN Mamba Carp Bronz";"23,95";"1";"23,95";"12,35";"23";"1";"20,36";"25";
"90715";"39";"Vlasec DELPHIN Mamba Carp Bronz";"23,95";"1";"23,95";"12,35";"23";"1";"20,36";"25";
"90759";"40";"Prút DELPHIN Symbol Cat Bronze";"62,95";"1";"62,95";"33,85";"23";"1";"53,51";"25";
"90760";"40";"Prút DELPHIN Symbol Cat Bronze";"72,95";"1";"72,95";"39,22";"23";"1";"62,01";"25";
"90761";"40";"Prút DELPHIN Symbol Cat Bronze";"77,95";"1";"77,95";"41,38";"23";"1";"66,26";"25";
"90796";;"Okuliare DELPHIN SG Combo";"21,96";"1";"21,96";"11,81";"23";"1";"18,67";"25";
"92443";;"Polarizačné okuliare DELPHIN SG Aquas";"22,95";"1";"22,95";"12,35";"23";"1";"19,51";"25";
"92461";"41";"Háčiky DELPHIN Thorn Longer, 11 ks";"4,94";"1";"4,94";"2,08";"23";"1";"4,20";"25";
"92462";"41";"Háčiky DELPHIN Thorn Longer, 11 ks";"4,94";"1";"4,94";"2,08";"23";"1";"4,20";"25";
"92463";"41";"Háčiky DELPHIN Thorn Longer, 11 ks";"4,94";"1";"4,94";"2,08";"23";"1";"4,20";"25";
"92476";"42";"Sada kolíkov DELPHIN Classa, 5 ks";"7,50";"1";"7,50";"3,74";"23";"1";"6,38";"25";
"92477";"42";"Sada kolíkov DELPHIN Classa, 5 ks";"6,49";"1";"6,49";"3,51";"23";"1";"5,52";"25";
"92494";"43";"Plávajúca podberáková hlava DELPHIN Reaxe FloateR FoldCube";"23,95";"1";"23,95";"12,88";"23";"1";"20,36";"25";
"92495";"43";"Plávajúca podberáková hlava DELPHIN Reaxe FloateR FoldCube";"25,95";"1";"25,95";"13,96";"23";"1";"22,06";"25";
"92496";"43";"Plávajúca podberáková hlava DELPHIN Reaxe FloateR FoldCube";"28,95";"1";"28,95";"15,56";"23";"1";"24,61";"25";
"92497";"43";"Plávajúca podberáková hlava DELPHIN Reaxe FloateR FoldCube";"31,96";"1";"31,96";"17,18";"23";"1";"27,17";"25";
"92560";"44";"Detské čižmy DELPHIN Yupie s vložkou";"23,95";"1";"23,95";"14,78";"23";"1";"20,36";"25";
"92561";"44";"Detské čižmy DELPHIN Yupie s vložkou";"23,95";"1";"23,95";"14,17";"23";"1";"20,36";"25";
"92562";"44";"Detské čižmy DELPHIN Yupie s vložkou";"23,95";"1";"23,95";"14,17";"23";"1";"20,36";"25";
"92563";"44";"Detské čižmy DELPHIN Yupie s vložkou";"23,95";"1";"23,95";"14,17";"23";"1";"20,36";"25";
