code;pairCode;name;price;priceRatio;standardPrice;purchasePrice;purchasePriceVatRate;purchasePriceIncludingVat;actionPrice;maxDiscount;
"103680";"1809";"Nástraha WESTIN Zanderteez Shadtail, Headlight";"3,06";"1";"3,06";"";"23";"1";"3,06";;
"69111";"1810";"Nástraha kukurica LK BAITS CUC! Corn Amur";"5,69";"1";"5,69";"2,90";"23";"1";"5,69";;
"69112";"1810";"Nástraha kukurica LK BAITS CUC! Corn Amur";"5,69";"1";"5,69";"2,90";"23";"1";"5,69";;
"69113";"1810";"Nástraha kukurica LK BAITS CUC! Corn Amur";"5,84";"1";"5,84";"3,40";"23";"1";"5,84";;
"28108";;"Podložka MIVARDI Professional";"58,99";"1";"58,99";"28,54";"23";"1";"53,09";"10";
"65370";;"Twister RELAX VR5, 9 cm";"0,62";"1";"0,62";"0,38";"23";"1";"0,62";;
"89466";;"Batoh DELPHIN Classa";"30,95";"1";"30,95";"17,02";"23";"1";"26,31";"25";
"110403";;"Šnúra VARIVAS Master Limited Premium PE Pink";"33,64";"1";"33,64";"16,82";"23";"1";"33,64";;
"53650";"1811";"Karabínka DELPHIN Fastlock Snap C";"1,70";"1";"1,70";"0,75";"23";"1";"1,45";"25";
"89596";"1811";"Karabínka DELPHIN Fastlock Snap C";"1,80";"1";"1,80";"0,77";"23";"1";"1,53";"25";
"89597";"1811";"Karabínka DELPHIN Fastlock Snap C";"1,80";"1";"1,80";"0,77";"23";"1";"1,53";"25";
"93645";;"Krabička DELPHIN KlikBox Pro";"38,95";"1";"38,95";"21,06";"23";"1";"33,11";"25";
"69133";;"Anglická vločka LK BAITS IQ Method Feeder, oranžová, 500 g";"3,10";"1";"3,10";"1,60";"23";"1";"3,10";;
"92084";;"Rýchlospojka DELPHIN MagneQuick";"13,95";"1";"13,95";"7,54";"23";"1";"11,86";"25";
"65447";"1812";"Kopyto RELAX RK 3"" S, 7,5 cm";"0,59";"1";"0,59";"0,44";"23";"1";"0,59";;
"65449";"1812";"Kopyto RELAX RK 3"" S, 7,5 cm";"0,80";"1";"0,80";"0,48";"23";"1";"0,80";;
"65450";"1812";"Kopyto RELAX RK 3"" S, 7,5 cm";"0,77";"1";"0,77";"0,44";"23";"1";"0,77";;
"89495";;"Podberák DELPHIN Ykona";"89,95";"1";"89,95";"46,75";"23";"1";"76,46";"25";
"110423";;"Penová nástraha APS Jig Head 175 mm, Foam Lure, 213UV, bal. 3 ks";"7,39";"1";"7,39";"3,21";"23";"1";"7,39";;
"54012";;"Stojan DELPHIN Snag Gear Al";"4,30";"1";"4,30";"2,31";"23";"1";"3,66";"25";
"79401";;"Sada pomôcok ZFISH nožnice, uťahovač, ihly, vrták";"5,74";"1";"5,74";"2,35";"23";"1";"5,74";;
"93661";;"Skladací podberák DELPHIN Halfer";"34,94";"1";"34,94";"18,89";"23";"1";"29,70";"25";
"103712";;"Vobler WESTIN Swim Glidebait, 6,5 cm, Suspending Alert Perch";"12,29";"1";"12,29";"3,55";"23";"1";"12,29";;
"39873";;"Krabička DELPHIN TBX Rig 220-8F Magnetic";"10,95";"1";"10,95";"5,65";"23";"1";"9,31";"25";
"69521";;"Tigrí orech CARPZOOM v náleve, cesnak";"3,95";"1";"3,95";"2,58";"23";"1";"3,95";;
"92108";;"Predný feeder držiak DELPHIN Reaxe U";"5,50";"1";"5,50";"3,52";"23";"1";"4,68";"25";
"65470";;"Kopyto RELAX RK 3"" S,  7,5 cm";"1,07";"1";"1,07";"0,44";"23";"1";"1,07";;
"39894";;"Krabička DELPHIN TBX One 140-5P Clip";"2,10";"1";"2,10";"1,08";"23";"1";"1,79";"25";
"92125";;"Pančucha DELPHIN PVA n´tastic Quick Set 2v1, rýchlo rozpustná";"16,95";"1";"16,95";"8,92";"23";"1";"14,41";"25";
"28344";;"Moskytiera MIVARDI na Brolly New Dynasty";"51,00";"1";"51,00";"26,34";"23";"1";"45,90";"10";
"103743";;"Nástraha WESTIN Twinteez V-Tail, Secret UV, 2 ks";"6,14";"1";"6,14";"2,79";"23";"1";"6,14";;
"69699";;"Sprej CarpZoom N-Butyric Acid Aroma Spray";"3,39";"1";"3,39";"2,09";"23";"1";"3,39";;
"89580";;"Prehoz pre bivak DELPHIN C3 Lux ClimaControl Carpath";"199,95";"1";"199,95";"144,40";"23";"1";"169,96";"25";
"80830";"1813";"Háčiky VAGNER Power Octopus, 4 ks";"7,88";"1";"7,88";"3,92";"23";"1";"7,88";;
"80831";"1813";"Háčiky VAGNER Power Octopus, 4 ks";"7,98";"1";"7,98";"4,58";"23";"1";"7,98";;
"80832";"1813";"Háčiky VAGNER Power Octopus, 4 ks";"8,59";"1";"8,59";"4,07";"23";"1";"8,59";;
"80833";"1813";"Háčiky VAGNER Power Octopus, 4 ks";"9,42";"1";"9,42";"4,45";"23";"1";"9,42";;
"69733";"1814";"Liquid CARPZOOM Fermented Aroma, 200 ml";"4,51";"1";"4,51";"2,74";"23";"1";"4,51";;
"69734";"1814";"Liquid CARPZOOM Fermented Aroma, 200 ml";"4,51";"1";"4,51";"2,58";"23";"1";"4,51";;
"69735";"1814";"Liquid CARPZOOM Fermented Aroma, 200 ml";"4,51";"1";"4,51";"2,74";"23";"1";"4,51";;
"92159";;"Váha DELPHIN Lifto 75 UC";"22,95";"1";"22,95";"12,35";"23";"1";"19,51";"25";
"28565";"1815";"Kobra MIVARDI Premium";"8,99";"1";"8,99";"4,50";"23";"1";"8,09";"10";
"28566";"1815";"Kobra MIVARDI Premium";"9,21";"1";"9,21";"4,50";"23";"1";"8,29";"10";
"54565";"1816";"Háčik DELPHIN HKD Chinu Ring";"2,80";"1";"2,80";"1,21";"23";"1";"2,38";"25";
"54566";"1816";"Háčik DELPHIN HKD Chinu Ring";"2,90";"1";"2,90";"1,24";"23";"1";"2,47";"25";
"54567";"1816";"Háčik DELPHIN HKD Chinu Ring";"2,50";"1";"2,50";"1,07";"23";"1";"2,13";"25";
"54568";"1816";"Háčik DELPHIN HKD Chinu Ring";"2,50";"1";"2,50";"1,07";"23";"1";"2,13";"25";
"54570";"1816";"Háčik DELPHIN HKD Chinu Ring";"3,20";"1";"3,20";"1,39";"23";"1";"2,72";"25";
"54571";"1816";"Háčik DELPHIN HKD Chinu Ring";"2,50";"1";"2,50";"0,74";"23";"1";"2,13";"25";
"54572";"1816";"Háčik DELPHIN HKD Chinu Ring";"2,50";"1";"2,50";"1,12";"23";"1";"2,13";"25";
"54573";"1816";"Háčik DELPHIN HKD Chinu Ring";"2,50";"1";"2,50";"1,07";"23";"1";"2,13";"25";
"96578";"1817";"Skrutka na nástrahu FANATIK 1026";"1,54";"1";"1,54";"1,05";"23";"1";"0,92";;
"96579";"1817";"Skrutka na nástrahu FANATIK 1026";"1,54";"1";"1,54";"0,98";"23";"1";"0,92";;
"103776";"1818";"Nástraha KINETIC IMP Tail Spin 7 g, Red Tiger";"4,08";"1";"4,08";"1,79";"23";"1";"4,08";;
"103780";"1818";"Nástraha KINETIC IMP Tail Spin 7 g, Red Tiger";"4,08";"1";"4,08";"1,79";"23";"1";"4,08";;
"39992";"1819";"Montáž DELPHIN The End Ronnie Rig";"4,90";"1";"4,90";"2,60";"23";"1";"4,17";"25";
"39993";"1819";"Montáž DELPHIN The End Ronnie Rig";"4,90";"1";"4,90";"2,60";"23";"1";"4,17";"25";
"39994";"1819";"Montáž DELPHIN The End Ronnie Rig";"4,90";"1";"4,90";"2,48";"23";"1";"4,17";"25";
"28885";;"Vážiaci sak MIVARDI Executive";"28,68";"1";"28,68";"14,02";"23";"1";"25,81";"10";
"81041";"1820";"Stojan FOX Horizon Duo Pod";"209,99";"1";"209,99";"113,16";"23";"1";"209,99";;
"81042";"1820";"Stojan FOX Horizon Duo Pod";"224,99";"1";"224,99";"124,99";"23";"1";"224,99";;
"103793";"1821";"Plávajúci oblek KINETIC Guardian Flotation Suit Red/ Stormy";"204,99";"1";"204,99";"109,88";"23";"1";"204,99";;
"103794";"1821";"Plávajúci oblek KINETIC Guardian Flotation Suit Red/ Stormy";"204,99";"1";"204,99";"109,88";"23";"1";"204,99";;
"103795";"1821";"Plávajúci oblek KINETIC Guardian Flotation Suit Red/ Stormy";"204,99";"1";"204,99";"109,88";"23";"1";"204,99";;
"40193";"1822";"Vlasec Giants Fishing Carp Master Camou Green";"7,90";"1";"7,90";"4,02";"23";"1";"7,90";;
"40194";"1822";"Vlasec Giants Fishing Carp Master Camou Green";"7,90";"1";"7,90";"4,02";"23";"1";"7,90";;
"40195";"1822";"Vlasec Giants Fishing Carp Master Camou Green";"8,70";"1";"8,70";"4,42";"23";"1";"8,70";;
"40196";"1822";"Vlasec Giants Fishing Carp Master Camou Green";"9,09";"1";"9,09";"4,62";"23";"1";"9,09";;
"41675";"1822";"Vlasec Giants Fishing Carp Master Camou Green";"9,89";"1";"9,89";"4,80";"23";"1";"9,89";;
"69777";;"Rukoväť CARPZOOM FC Affect na podberák";"33,83";"1";"33,83";"21,79";"23";"1";"33,83";;
"70127";;"Kliešte SENSAS na broky";"2,60";"1";"2,60";"1,27";"23";"1";"2,60";;
"01063";;"Nôž MASERIN Sport Line";"31,57";"1";"31,57";"20,59";"23";"1";"31,57";;
"89689";"1823";"Prút DELPHIN Queen Spin";"39,95";"1";"39,95";"20,41";"23";"1";"33,96";"25";
"89690";"1823";"Prút DELPHIN Queen Spin";"43,95";"1";"43,95";"23,09";"23";"1";"37,36";"25";
"89691";"1823";"Prút DELPHIN Queen Spin";"46,95";"1";"46,95";"24,17";"23";"1";"39,91";"25";
"111105";"1824";"Mikina s kapucňou Geoff Anderson WizWool 335";"189,95";"1";"189,95";"129,15";"23";"1";"189,95";;
"111106";"1824";"Mikina s kapucňou Geoff Anderson WizWool 335";"189,95";"1";"189,95";"129,15";"23";"1";"189,95";;
"111107";"1824";"Mikina s kapucňou Geoff Anderson WizWool 335";"189,95";"1";"189,95";"129,15";"23";"1";"189,95";;
"111108";"1824";"Mikina s kapucňou Geoff Anderson WizWool 335";"189,95";"1";"189,95";"129,15";"23";"1";"189,95";;
"111109";"1824";"Mikina s kapucňou Geoff Anderson WizWool 335";"189,95";"1";"189,95";"129,15";"23";"1";"189,95";;
"111110";"1824";"Mikina s kapucňou Geoff Anderson WizWool 335";"189,95";"1";"189,95";"129,15";"23";"1";"189,95";;
"111111";"1824";"Mikina s kapucňou Geoff Anderson WizWool 335";"189,95";"1";"189,95";"129,15";"23";"1";"189,95";;
"81291";;"Ihla FOX Gated Needle Yellow";"4,08";"1";"4,08";"1,86";"23";"1";"4,08";;
"92264";"1825";"Prút DELPHIN Danger CatFish";"73,95";"1";"73,95";"38,35";"23";"1";"62,86";"25";
"92265";"1825";"Prút DELPHIN Danger CatFish";"82,95";"1";"82,95";"43,22";"23";"1";"70,51";"25";
"92266";"1825";"Prút DELPHIN Danger CatFish";"85,95";"1";"85,95";"44,83";"23";"1";"73,06";"25";
"100035";;"Vanička METHOD FEEDER FANS Luxury";"61,40";"1";"61,40";"37,44";"23";"1";"61,40";;
"29625";;"Dip MIKBAITS Gangster G7 Master Kril";"13,12";"1";"13,12";"9,16";"23";"1";"13,12";"10";
"65686";"1826";"Zateplená bunda GEOFF Anderson Barbarus Asimi, šedá";"409,00";"1";"409,00";"278,77";"23";"1";"409,00";;
"65687";"1826";"Zateplená bunda GEOFF Anderson Barbarus Asimi, šedá";"409,00";"1";"409,00";"278,77";"23";"1";"409,00";;
"65688";"1826";"Zateplená bunda GEOFF Anderson Barbarus Asimi, šedá";"409,00";"1";"409,00";"278,77";"23";"1";"409,00";;
"65689";"1826";"Zateplená bunda GEOFF Anderson Barbarus Asimi, šedá";"409,00";"1";"409,00";"278,77";"23";"1";"409,00";;
"65690";"1826";"Zateplená bunda GEOFF Anderson Barbarus Asimi, šedá";"409,00";"1";"409,00";"278,77";"23";"1";"409,00";;
"89742";;"Páska DELPHIN LeadBarrier";"6,49";"1";"6,49";"3,21";"23";"1";"5,52";"25";
"96689";"1827";"Nástraha FANATIK GIPNOZ LONG 5,5 cm, 7 ks";"4,26";"1";"4,26";"2,60";"23";"1";"2,56";;
"96690";"1827";"Nástraha FANATIK GIPNOZ LONG 5,5 cm, 7 ks";"4,26";"1";"4,26";"2,04";"23";"1";"2,56";;
"96691";"1827";"Nástraha FANATIK GIPNOZ LONG 5,5 cm, 7 ks";"4,26";"1";"4,26";"2,61";"23";"1";"2,56";;
"96692";"1827";"Nástraha FANATIK GIPNOZ LONG 5,5 cm, 7 ks";"4,26";"1";"4,26";"2,61";"23";"1";"2,56";;
"96822";"1827";"Nástraha FANATIK GIPNOZ LONG 5,5 cm, 7 ks";"0,00";"1";"0,00";"0,00";"";"";"0,00";"0";
"96994";"1827";"Nástraha FANATIK GIPNOZ LONG 5,5 cm, 7 ks";"4,61";"1";"4,61";"2,83";"23";"1";"2,77";;
"103852";"1828";"Boilie STARBAITS Pop Up Bright Ocean Tuna";"6,67";"1";"6,67";"3,01";"23";"1";"6,67";;
"103853";"1828";"Boilie STARBAITS Pop Up Bright Ocean Tuna";"6,67";"1";"6,67";"3,01";"23";"1";"6,67";;
"40601";;"Zarážky HELL-CAT na živú nástrahu";"1,39";"1";"1,39";"0,74";"23";"1";"1,39";;
"73471";;"Vobler GUNKI Gamera F 3,9 cm";"8,30";"1";"8,30";"3,93";"23";"1";"8,30";;
"29929";"1829";"Mäkčené pelety MIKBAITS TactiQ";"4,92";"1";"4,92";"3,44";"23";"1";"4,92";"10";
"29933";"1829";"Mäkčené pelety MIKBAITS TactiQ";"4,92";"1";"4,92";"3,44";"23";"1";"4,92";"10";
"29938";"1829";"Mäkčené pelety MIKBAITS TactiQ";"4,06";"1";"4,06";"3,44";"23";"1";"4,06";"10";
"29972";"1829";"Mäkčené pelety MIKBAITS TactiQ";"4,92";"1";"4,92";"3,44";"23";"1";"4,92";"10";
"29974";"1829";"Mäkčené pelety MIKBAITS TactiQ";"4,92";"1";"4,92";"3,44";"23";"1";"4,92";"10";
"111137";;"Sonar LOWRANCE Elite FS 7 bez sondy";"1044,00";"1";"1044,00";"833,32";"23";"1";"1044,00";"4";
"103873";"1830";"Boilie STARBAITS Pop Up Red Liver";"6,67";"1";"6,67";"3,01";"23";"1";"6,67";;
"103874";"1830";"Boilie STARBAITS Pop Up Red Liver";"6,70";"1";"6,70";"3,16";"23";"1";"6,70";;
"103875";"1830";"Boilie STARBAITS Pop Up Red Liver";"6,70";"1";"6,70";"3,01";"23";"1";"6,70";;
"40674";;"Skrutka GIANTS FISHING Pop Up Pegs with Bait Rings s očkom";"3,53";"1";"3,53";"1,59";"23";"1";"3,53";;
"89860";;"Nálepka DELPHIN CatchME! Kapor";"1,40";"1";"1,40";"0,50";"23";"1";"1,19";"25";
"111153";"1831";"Prút SPORTEX Rapid Spin Deadbait";"184,45";"1";"184,45";"125,41";"23";"1";"184,45";;
"111154";"1831";"Prút SPORTEX Rapid Spin Deadbait";"194,70";"1";"194,70";"132,40";"23";"1";"194,70";;
"111155";"1831";"Prút SPORTEX Rapid Spin Deadbait";"204,95";"1";"204,95";"139,36";"23";"1";"204,95";;
"82004";;"Vobler SALMO Slider Sinking 5 cm";"12,99";"1";"12,99";"5,85";"23";"1";"12,99";;
"40763";;"Peračník GIANTS FISHING Carp Rig Box";"3,94";"1";"3,94";"2,08";"23";"1";"3,94";;
"92312";"1832";"Prút DELPHIN Thunder GenerationX";"49,95";"1";"49,95";"25,93";"23";"1";"42,46";"25";
"92313";"1832";"Prút DELPHIN Thunder GenerationX";"51,96";"1";"51,96";"27,00";"23";"1";"44,17";"25";
"92314";"1832";"Prút DELPHIN Thunder GenerationX";"53,95";"1";"53,95";"28,08";"23";"1";"45,86";"25";
"92315";"1832";"Prút DELPHIN Thunder GenerationX";"56,95";"1";"56,95";"29,70";"23";"1";"48,41";"25";
"100183";;"Hotový nadväzec METHOD Feeder Fans";"1,99";"1";"";"";"23";"1";"";;
"30077";;"Bivak CARPON U-Peak";"268,00";"1";"268,00";"165,78";"23";"1";"268,00";;
"82448";;"Navijak FOX Eos Pro 10000";"112,74";"1";"112,74";"56,83";"23";"1";"112,74";;
"40848";"1833";"Rýchloupínací obratlík GIANTS FISHING Quick Swap Swivel";"2,74";"1";"2,74";"1,29";"23";"1";"2,74";;
"40849";"1833";"Rýchloupínací obratlík GIANTS FISHING Quick Swap Swivel";"2,74";"1";"2,74";"1,29";"23";"1";"2,74";;
"73960";;"Plandavka ILLEX Native Spoon, Vairon";"8,40";"1";"8,40";"3,96";"23";"1";"8,40";;
"92328";;"Krabica DELPHIN LureBox Quick";"8,50";"1";"8,50";"4,60";"23";"1";"7,23";"25";
"30353";"1834";"Vlasec VDE-Robinson Pro Match";"6,80";"1";"6,80";"2,69";"23";"1";"6,80";;
"30354";"1834";"Vlasec VDE-Robinson Pro Match";"6,80";"1";"6,80";"2,69";"23";"1";"6,80";;
"65768";;"Dipovaná umelá nástraha FishUp Pupa 3 cm, 10 ks, Bubble Gum / Hot Chartreuse";"5,98";"1";"5,98";"3,77";"23";"1";"5,98";;
"40867";"1835";"Vlasové zarážky GIANTS FISHING Hair Stopper";"1,86";"1";"1,86";"0,90";"23";"1";"1,86";;
"40868";"1835";"Vlasové zarážky GIANTS FISHING Hair Stopper";"1,80";"1";"1,80";"0,89";"23";"1";"1,80";;
"92350";;"Čelovka DELPHIN Oxus Zoom";"28,95";"1";"28,95";"15,10";"23";"1";"24,61";"25";
"100269";;"Náhradný balón CAT CARE do bójky";"3,99";"1";"3,99";"1,99";"23";"1";"3,99";;
"65787";;"Sonar LOWRANCE Eagle 7 Tripleshot";"675,20";"1";"675,20";"567,23";"23";"1";"675,20";"4";
"55477";;"Jedálenská taška MIVARDI Camocode";"78,99";"1";"78,99";"39,56";"23";"1";"71,09";"10";
"40912";;"Púzdro GIANTS FISHING Rod Holdall Luxury 3 Rod";"75,41";"1";"75,41";"39,06";"23";"1";"75,41";;
"74456";;"Dropper STARBAITS Red Liver";"10,50";"1";"10,50";"5,15";"23";"1";"10,50";;
"92366";"1836";"Prút DELPHIN Magma Legend4ry Light";"78,95";"1";"78,95";"41,60";"23";"1";"67,11";"25";
"92367";"1836";"Prút DELPHIN Magma Legend4ry Light";"79,95";"1";"79,95";"43,22";"23";"1";"67,96";"25";
"92368";"1836";"Prút DELPHIN Magma Legend4ry Light";"84,96";"1";"84,96";"44,29";"23";"1";"72,22";"25";
"92369";"1836";"Prút DELPHIN Magma Legend4ry Light";"85,95";"1";"85,95";"45,37";"23";"1";"73,06";"25";
"92370";"1836";"Prút DELPHIN Magma Legend4ry Light";"89,95";"1";"89,95";"41,35";"23";"1";"76,46";"25";
"92371";"1836";"Prút DELPHIN Magma Legend4ry Light";"92,95";"1";"92,95";"38,89";"23";"1";"79,01";"25";
"55530";;"Kŕmna lopatka MIVARDI Throwing spoon - Large";"4,60";"1";"4,60";"2,25";"23";"1";"4,14";"10";
"96802";"1837";"Jigová hlava FANATIK Zanoza č. 6/0, 2 ks";"2,77";"1";"2,77";"2,06";"23";"1";"1,66";;
"96803";"1837";"Jigová hlava FANATIK Zanoza č. 6/0, 2 ks";"2,77";"1";"2,77";"2,06";"23";"1";"1,66";;
"96804";"1837";"Jigová hlava FANATIK Zanoza č. 6/0, 2 ks";"2,77";"1";"2,77";"1,72";"23";"1";"1,66";;
"96805";"1837";"Jigová hlava FANATIK Zanoza č. 6/0, 2 ks";"2,98";"1";"2,98";"2,22";"23";"1";"1,79";;
"96806";"1837";"Jigová hlava FANATIK Zanoza č. 6/0, 2 ks";"2,98";"1";"2,98";"2,22";"23";"1";"1,79";;
"96807";"1837";"Jigová hlava FANATIK Zanoza č. 6/0, 2 ks";"3,59";"1";"3,59";"2,67";"23";"1";"2,15";;
"40958";;"Prevleky GIANTS FISHING Tail Rubbers Green";"1,80";"1";"1,80";"0,87";"23";"1";"1,80";;
"100322";"1838";"Zapichovací tŕň METHOD FEEDER FANS Bait Thorn";"1,93";"1";"1,93";"0,97";"23";"1";"1,93";;
"100323";"1838";"Zapichovací tŕň METHOD FEEDER FANS Bait Thorn";"1,93";"1";"1,93";"1,06";"23";"1";"1,93";;
"30699";;"Vnadiaca zmes VDE-Robinson Turbo Black";"9,95";"1";"9,95";"5,98";"23";"1";"9,95";;
"112050";;"Nástrahy HARMONY BAITS Mega MIX T-Fat, 53 mm, 1,1 g, 12 ks";"13,00";"1";"13,00";"6,47";"23";"1";"13,00";;
"103983";"1839";"Prút GUNKI G Corps Finesse";"41,96";"1";"41,96";"19,41";"23";"1";"41,96";;
"103984";"1839";"Prút GUNKI G Corps Finesse";"43,95";"1";"43,95";"20,38";"23";"1";"43,95";;
"103985";"1839";"Prút GUNKI G Corps Finesse";"48,95";"1";"48,95";"22,79";"23";"1";"48,95";;
"103986";"1839";"Prút GUNKI G Corps Finesse";"52,95";"1";"52,95";"24,98";"23";"1";"52,95";;
"103987";"1839";"Prút GUNKI G Corps Finesse";"55,95";"1";"55,95";"26,65";"23";"1";"55,95";;
"40999";;"Podberák GIANTS FISHING Carp Landing Net Camo";"40,80";"1";"40,80";"20,77";"23";"1";"40,80";;
"103903";"1840";"Kopyto GUNKI Bump Classic 10,5 cm";"1,50";"1";"1,50";"0,72";"23";"1";"1,50";;
"103904";"1840";"Kopyto GUNKI Bump Classic 10,5 cm";"1,50";"1";"1,50";"0,72";"23";"1";"1,50";;
"103905";"1840";"Kopyto GUNKI Bump Classic 10,5 cm";"1,50";"1";"1,50";"0,72";"23";"1";"1,50";;
"74568";"1840";"Kopyto GUNKI Bump Classic 10,5 cm";"1,50";"1";"1,50";"0,75";"23";"1";"1,50";;
"74569";"1840";"Kopyto GUNKI Bump Classic 10,5 cm";"1,50";"1";"1,50";"0,63";"23";"1";"1,50";;
"74571";"1840";"Kopyto GUNKI Bump Classic 10,5 cm";"1,50";"1";"1,50";"0,63";"23";"1";"1,50";;
"92402";"1841";"Absorbčná guma DELPHIN Reaxe PowaGum Absorber, číra";"2,40";"1";"2,40";"1,24";"23";"1";"2,04";"25";
"92403";"1841";"Absorbčná guma DELPHIN Reaxe PowaGum Absorber, číra";"2,40";"1";"2,40";"1,24";"23";"1";"2,04";"25";
"92404";"1841";"Absorbčná guma DELPHIN Reaxe PowaGum Absorber, číra";"2,40";"1";"2,40";"1,24";"23";"1";"2,04";"25";
"92405";"1841";"Absorbčná guma DELPHIN Reaxe PowaGum Absorber, číra";"2,40";"1";"2,40";"1,24";"23";"1";"2,04";"25";
"30801";;"Boilie MAINLINE Hi-Visual Mini Pop Up";"11,77";"1";"11,77";"6,39";"23";"1";"11,77";;
"90093";;"Držiak DELPHIN Feeder Atoma Bend";"13,51";"1";"13,51";"6,97";"23";"1";"11,48";"25";
"112313";"1842";"Čln STARKBOAT DT-270S s kýlom, zelený";"898,99";"1";"898,99";"629,29";"23";"1";"898,99";"10";
"112315";"1842";"Čln STARKBOAT DT-270S s kýlom, zelený";"870,00";"1";"870,00";"696,00";"23";"1";"870,00";"10";
"112317";"1842";"Čln STARKBOAT DT-270S s kýlom, zelený";"790,00";"1";"790,00";"553,00";"23";"1";"790,00";"10";
"55589";"1843";"Vankúš MIVARDI Pillow New Dynasty";"16,40";"1";"16,40";"8,01";"23";"1";"14,76";"10";
"55590";"1843";"Vankúš MIVARDI Pillow New Dynasty";"18,44";"1";"18,44";"9,01";"23";"1";"16,60";"10";
"8280";"1844";"Plavák BLACK CAT";"3,51";"1";"3,51";"1,75";"23";"1";"3,51";;
"8281";"1844";"Plavák BLACK CAT";"3,99";"1";"3,99";"2,00";"23";"1";"3,99";;
"96950";"1845";"Skrutka FANATIK so strunkou s karabínou Štopor farba 024; 2 ks";"3,90";"1";"3,90";"2,46";"23";"1";"2,34";;
"96951";"1845";"Skrutka FANATIK so strunkou s karabínou Štopor farba 024; 2 ks";"3,90";"1";"3,90";"2,46";"23";"1";"2,34";;
"96952";"1845";"Skrutka FANATIK so strunkou s karabínou Štopor farba 024; 2 ks";"3,90";"1";"3,90";"2,46";"23";"1";"2,34";;
"104008";;"Vyvážená nástraha SENSAS Wafters Super Power Green cesnak";"6,99";"1";"";"";"23";"1";"";;
"30875";"1846";"Šnúra KORDA Basix Coated Hooklink";"6,65";"1";"6,65";"3,60";"23";"1";"6,65";;
"30876";"1846";"Šnúra KORDA Basix Coated Hooklink";"6,65";"1";"6,65";"3,60";"23";"1";"6,65";;
"6587";;"Dip StarBAITS SK30";"12,30";"1";"12,30";"5,71";"23";"1";"12,30";;
"82887";;"SET = 2x signalizátor FOX Mini Micron X 2 Rod Set s príposluchom";"214,99";"1";"214,99";"115,86";"23";"1";"214,99";;
"96987";"1847";"Nástraha FANATIK Boxer 11,5 cm, 4 ks";"4,26";"1";"4,26";"3,56";"23";"1";"2,56";;
"96988";"1847";"Nástraha FANATIK Boxer 11,5 cm, 4 ks";"4,26";"1";"4,26";"3,56";"23";"1";"2,56";;
"96990";"1847";"Nástraha FANATIK Boxer 11,5 cm, 4 ks";"4,26";"1";"4,26";"3,56";"23";"1";"2,56";;
"112342";"1848";"Čln STARKBOAT DT-250 bez kýlu, tmavo šedý";"645,00";"1";"645,00";"516,00";"23";"1";"645,00";"10";
"112343";"1848";"Čln STARKBOAT DT-250 bez kýlu, tmavo šedý";"699,00";"1";"699,00";"559,19";"23";"1";"699,00";"10";
"112344";"1848";"Čln STARKBOAT DT-250 bez kýlu, tmavo šedý";"585,00";"1";"585,00";"467,99";"23";"1";"585,00";"10";
"112345";"1848";"Čln STARKBOAT DT-250 bez kýlu, tmavo šedý";"650,01";"1";"650,01";"519,99";"23";"1";"650,01";"10";
"55684";;"Vidlička MIVARDI Spigot Bankstick Aluminium";"3,58";"1";"3,58";"1,75";"23";"1";"3,22";"10";
"41445";;"Navijak GIANTS FISHING Deluxe Reel FD 9000 + cievka 9000";"74,21";"1";"74,21";"37,98";"23";"1";"74,21";;
"74649";;"Podberáková tyč SENSAS Aligator Teleskop";"17,99";"1";"17,99";"8,59";"23";"1";"17,99";;
"100447";"1849";"Prút ROBINSON Carbonic Feeder";"52,07";"1";"52,07";"17,60";"23";"1";"52,07";;
"31975";"1849";"Prút ROBINSON Carbonic Feeder";"49,90";"1";"49,90";"22,39";"23";"1";"49,90";;
"30968";;"Sada rotačiek ROBINSON Pike 2";"7,95";"1";"7,95";"3,99";"23";"1";"7,95";;
"90143";"1850";"Háčiky DELPHIN Thorn Wider Barbless 11x";"4,94";"1";"4,94";"2,15";"23";"1";"4,20";"25";
"90144";"1850";"Háčiky DELPHIN Thorn Wider Barbless 11x";"4,94";"1";"4,94";"2,08";"23";"1";"4,20";"25";
"112358";"1851";"Čln STARKBOAT DT-290 bez kýlu, tmavo šedý";"730,00";"1";"730,00";"510,99";"23";"1";"730,00";"10";
"112359";"1851";"Čln STARKBOAT DT-290 bez kýlu, tmavo šedý";"745,00";"1";"745,00";"521,50";"23";"1";"745,00";"10";
"112360";"1851";"Čln STARKBOAT DT-290 bez kýlu, tmavo šedý";"715,00";"1";"715,00";"500,50";"23";"1";"715,00";"10";
"83127";;"Miska FOX Cuvette Tray na 17l vedro";"5,99";"1";"5,99";"2,79";"23";"1";"5,99";;
"97102";"1852";"Nástraha KEITECH Swing Impact Fat 3,8 inch/ 9,65cm, bal. 6ks";"7,90";"1";"7,90";"3,26";"23";"1";"7,90";;
"97106";"1852";"Nástraha KEITECH Swing Impact Fat 3,8 inch/ 9,65cm, bal. 6ks";"7,90";"1";"7,90";"3,26";"23";"1";"7,90";;
"97107";"1852";"Nástraha KEITECH Swing Impact Fat 3,8 inch/ 9,65cm, bal. 6ks";"7,90";"1";"7,90";"3,26";"23";"1";"7,90";;
"74712";;"Partikel STARBAITS Ready Seeds Hot Demon Chopped Tigers";"14,94";"1";"14,94";"6,44";"23";"1";"14,94";;
